tenure,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,PaperlessBilling_Yes,Churn_Yes,senior_citizen_Yes,internet_service_Yes,multiple_lines,DSL,Fiber optic,Month-to-month,One year,Two year,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check
17,0,0,0,0,0,0,0,385.55,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42,0,0,0,0,1,0,2,3384.0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
4,0,0,0,0,0,0,0,84.2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
62,0,0,0,0,0,0,0,1638.7,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2,0,1,0,0,0,0,2,165.4,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
2,0,0,0,0,0,0,2,120.25,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
48,1,1,1,0,1,0,2,4473.45,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
27,0,0,0,0,0,0,0,520.55,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
70,0,1,1,1,1,1,2,5717.85,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0
1,0,0,1,0,1,0,2,88.8,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
46,0,1,1,0,1,0,2,4312.5,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
30,0,0,0,0,1,1,2,2755.35,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
15,1,0,0,0,0,1,1,994.55,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0
69,0,1,1,0,1,0,2,6511.25,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0
65,0,0,0,0,0,0,0,1218.65,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
72,1,0,1,1,1,1,2,7447.7,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
13,0,1,0,1,0,1,2,1169.35,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0
17,0,0,0,0,0,0,0,279.5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
51,1,0,1,1,1,1,2,5720.35,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
51,1,1,0,1,0,0,1,3121.45,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
72,1,1,1,1,1,1,2,6468.6,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
67,0,1,1,0,0,0,2,5918.8,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0
34,0,0,0,0,0,0,0,675.6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
67,1,1,0,1,0,1,1,3521.7,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
49,0,0,0,0,0,0,0,923.1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
53,0,0,0,0,0,0,0,1110.35,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
27,0,0,1,1,0,0,1,1611.65,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
23,0,1,0,0,1,1,2,2293.6,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
69,1,1,1,1,0,1,2,5553.25,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
2,0,0,0,1,0,0,0,44.75,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
35,0,0,0,0,1,0,2,3029.1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
46,1,1,0,1,0,1,2,3231.05,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
54,0,1,0,0,1,1,2,5129.45,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
56,0,1,0,0,1,1,2,5508.35,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
9,0,0,1,0,0,0,2,655.9,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
20,1,0,0,1,0,0,1,1191.2,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
11,0,1,0,0,0,0,2,866.4,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
30,0,1,0,0,1,0,2,2627.2,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
68,1,1,1,0,0,1,2,4741.45,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
38,0,1,1,0,1,1,2,4009.2,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
17,1,0,1,0,0,0,2,1463.45,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
48,0,1,1,0,1,1,2,5082.8,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
1,0,0,0,0,0,0,1,43.8,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
63,1,1,1,0,1,1,1,3707.6,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3,0,0,1,0,1,1,2,220.45,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
48,0,0,0,0,0,0,0,1133.7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
66,0,0,0,1,0,0,0,1983.15,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
68,0,1,1,0,0,0,2,5746.75,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
17,0,0,0,0,0,0,1,770.6,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
7,0,0,0,0,0,0,0,134.05,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
72,1,1,1,1,1,1,2,6230.1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0
29,0,0,0,0,0,0,0,573.05,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,0,0,1,1,0,1,2,3419.3,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
34,1,1,1,0,1,1,2,3587.25,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1
42,0,0,0,0,1,0,2,3541.35,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
59,1,1,0,1,0,0,1,3801.3,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
11,0,0,0,0,1,0,2,868.5,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
60,1,0,0,0,0,0,2,4859.1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
27,0,1,0,1,0,0,1,1439.35,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,2,85.8,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1
1,0,0,0,0,1,0,2,79.1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
17,1,0,1,0,0,0,1,592.75,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
58,0,0,0,0,0,0,0,1185.95,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,18.8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,0,0,0,0,0,1,134.5,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
53,1,1,1,0,0,0,2,4921.2,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
35,0,0,0,0,0,0,0,901.25,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
50,1,0,1,0,1,1,2,5341.8,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
68,0,1,0,1,0,1,2,4859.95,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
47,0,0,0,0,0,0,0,1139.2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
65,0,1,1,0,1,1,2,7082.45,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0
5,0,0,0,0,0,0,2,324.6,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
51,0,0,0,0,1,1,2,4812.75,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
46,0,0,0,0,1,1,2,4399.5,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0
9,0,0,0,0,0,0,2,663.55,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
8,0,0,0,0,0,0,0,174.65,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
14,0,0,0,0,0,0,0,321.7,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
45,1,1,1,1,1,1,2,5125.5,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
8,0,0,0,0,0,0,2,548.9,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
1,0,0,1,0,0,0,1,50.15,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
66,1,1,1,0,1,1,2,7031.3,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
72,1,1,1,1,0,0,2,5016.65,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
41,1,1,1,1,1,1,2,4594.95,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
23,0,0,0,0,0,0,0,611.45,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
29,0,0,0,0,1,0,2,2384.15,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
4,1,0,0,0,0,0,2,319.85,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
6,0,0,0,0,0,0,0,153.3,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
67,1,1,1,1,0,1,2,7035.6,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0
7,0,0,0,0,0,0,1,344.2,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1
56,0,0,0,0,0,0,0,1431.65,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
72,0,0,0,0,0,0,0,1849.2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
72,1,1,1,0,1,1,2,6083.1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0
23,0,0,0,0,0,0,0,426.65,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,0,0,0,0,0,1,1655.35,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
27,0,0,0,0,0,0,2,1943.9,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
26,0,1,0,1,0,0,1,1616.15,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
12,0,0,0,0,0,0,0,314.95,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
40,0,0,0,0,0,0,0,804.85,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7,1,1,1,0,1,1,1,465.7,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
70,1,1,0,0,1,0,2,6669.05,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0
60,0,0,0,0,0,0,0,1161.75,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
39,0,0,0,0,0,0,0,947.75,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
72,1,1,1,1,1,1,2,8375.05,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0
1,0,0,0,0,1,0,1,34.7,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
54,0,1,0,1,1,0,2,3770.0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
3,0,0,0,0,0,1,2,264.8,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
63,1,1,1,1,1,0,2,4707.85,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
71,0,1,0,1,0,0,2,6152.4,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
42,0,0,0,0,0,0,0,958.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
47,0,0,0,0,0,0,0,943.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
66,0,1,1,0,1,1,2,6615.15,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
21,1,0,1,0,1,1,2,2200.25,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
11,0,1,0,1,0,0,1,425.1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,1,0,1,1,2,99.75,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
55,0,1,1,1,0,0,2,5044.8,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0
69,0,1,1,1,1,0,2,6743.55,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
3,0,0,1,0,0,0,2,196.4,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0
4,0,0,1,1,1,1,2,299.7,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
30,0,0,1,1,1,0,2,2093.9,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0
5,0,0,1,1,0,0,2,417.75,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
71,0,0,0,0,0,0,0,1725.4,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
29,0,1,0,0,0,0,1,1620.2,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0
52,0,1,0,1,0,0,1,3169.55,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0
68,1,1,1,0,0,1,2,5233.25,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0
46,0,0,0,0,0,0,0,967.85,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8,0,0,0,0,0,1,1,438.05,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0
72,0,0,0,0,0,0,0,1421.9,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17,0,0,0,0,0,0,0,323.15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,0,1,1,1,1,1,2,318.6,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
2,0,1,0,0,1,0,2,163.7,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
9,1,0,0,0,0,0,2,639.65,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
51,0,1,1,0,1,1,1,2928.5,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
6,0,0,0,0,0,0,0,100.35,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,0,0,0,0,1,1,2,273.2,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0
17,0,0,0,0,1,1,2,1608.15,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
30,0,0,0,0,0,0,1,1441.95,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
31,0,1,0,1,1,0,2,2168.15,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
45,1,0,1,1,1,1,2,3618.7,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
64,1,1,1,0,0,0,2,5692.65,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0
1,0,0,0,0,1,0,1,59.85,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,2,69.6,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
61,0,1,0,0,1,1,2,5969.3,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,19.05,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9,0,0,0,0,1,1,1,418.8,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0
72,1,1,1,1,1,1,2,8100.55,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,0,0,19.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
7,0,0,0,0,0,0,1,313.45,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
66,0,1,1,1,0,0,2,6130.95,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,2,69.9,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
40,0,0,0,0,0,0,0,745.3,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
16,0,1,1,0,0,1,2,1212.1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
2,0,1,0,0,1,0,2,183.75,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0
67,0,0,0,0,0,0,0,1583.5,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
41,1,1,1,0,1,1,2,4162.05,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
56,0,0,0,0,0,0,0,1119.9,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
72,1,1,1,1,1,1,2,8013.55,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0
3,0,0,0,0,0,1,2,264.85,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0
54,0,0,0,0,0,0,0,1102.4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
52,0,1,1,1,1,1,2,5832.0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
50,0,0,1,1,0,1,2,4304.5,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0
14,0,0,0,1,1,0,2,1178.4,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
27,1,0,0,0,0,0,1,1421.75,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
72,1,1,1,1,0,0,2,6827.5,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0
62,1,1,0,0,1,1,2,4698.05,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0
12,0,1,0,1,0,0,1,654.5,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
44,0,0,1,1,1,1,2,3268.05,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
54,0,1,0,1,0,0,2,4362.05,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0
68,0,0,0,0,0,0,0,1386.9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
20,0,0,0,0,0,0,0,415.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
50,0,0,1,0,0,0,1,2614.1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
58,0,0,0,0,0,0,0,1513.6,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
35,0,1,0,0,1,0,2,3161.6,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
2,0,0,0,0,0,0,1,80.95,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
63,1,0,1,1,0,1,2,4676.7,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
58,1,1,1,0,1,1,2,6526.65,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
27,0,0,0,0,0,0,0,583.3,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
71,1,1,1,1,1,1,2,8078.1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
63,0,0,1,0,0,1,1,3503.5,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
71,0,1,1,0,0,1,2,6669.45,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0
41,1,1,1,0,1,1,2,4689.5,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
13,0,0,0,0,1,1,2,1201.15,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0
2,0,0,0,0,1,0,2,143.65,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
68,0,0,0,0,0,0,0,1292.65,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,0,1,48.75,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
65,1,0,1,1,1,1,2,7108.2,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0
72,0,0,0,0,0,0,0,1802.55,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0
28,0,0,0,1,0,0,1,1505.15,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0
72,0,0,0,0,0,0,0,1859.1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2,1,1,0,0,1,0,2,168.5,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
18,0,0,0,0,0,0,0,390.85,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
60,0,1,1,0,1,1,2,6339.45,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0
26,0,0,0,1,0,1,2,1652.4,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
1,0,0,0,0,0,0,2,71.65,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0
4,0,0,0,0,0,0,0,77.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
68,1,1,1,1,1,1,2,6392.85,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
38,0,1,1,1,0,0,2,3264.5,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
42,1,0,1,0,1,1,2,4599.15,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0
57,0,0,0,0,0,0,0,1134.25,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
54,0,1,0,0,0,0,0,1621.35,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
12,0,0,0,0,0,1,2,947.3,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0
44,1,1,1,0,0,0,1,2722.2,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1
42,1,1,0,0,1,0,2,3058.3,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0
72,0,0,0,0,0,0,0,1769.6,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
71,1,1,1,1,1,1,2,6293.75,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
19,0,0,1,0,0,1,2,1761.05,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1
23,0,0,0,1,1,1,2,1642.75,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0
30,0,0,0,0,0,0,0,578.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
35,0,0,0,0,0,0,0,954.9,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
10,1,0,0,0,1,1,2,973.25,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,1,43.85,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0
22,0,0,0,0,0,0,2,1490.4,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
7,1,1,1,0,0,0,1,280.0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
36,1,1,1,1,0,1,1,1901.25,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1
34,0,0,0,0,0,0,0,716.4,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
72,1,1,1,0,0,0,1,4720.0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
36,0,0,0,0,0,0,0,930.95,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1,0,0,1,0,0,0,2,76.35,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
23,0,1,0,0,0,0,2,1676.95,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0
32,0,0,0,0,0,1,2,2642.05,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
71,1,1,1,1,0,0,2,6770.85,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
23,0,0,1,0,0,0,2,1835.3,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1
17,0,0,1,0,1,1,2,1588.25,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,0,1,1,1,1,2,75.5,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0
12,0,0,0,0,0,0,0,258.35,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
72,0,0,0,0,0,0,0,1502.25,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,0,0,0,0,19.2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
72,0,1,0,0,1,1,2,6929.4,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0
60,0,0,0,0,0,0,2,4453.3,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0
61,0,1,1,1,1,0,1,3244.4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
6,0,0,0,0,0,0,1,323.45,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
32,0,0,0,0,0,1,2,2661.1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
31,0,0,0,0,1,0,2,2697.4,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0
19,0,1,0,0,0,0,2,1424.5,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
72,0,0,0,0,0,0,0,1401.15,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32,0,1,0,0,0,0,1,1739.6,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
65,0,1,0,0,0,1,2,5931.0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
45,1,0,0,0,1,1,1,2333.85,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
42,0,0,0,0,0,0,0,949.85,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
8,0,0,0,0,0,0,2,572.45,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
32,0,0,0,0,0,0,0,696.8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22,1,1,0,1,0,0,1,1381.8,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1
57,0,0,0,0,1,1,1,2572.95,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1,1,0,0,0,0,0,1,47.95,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
